spendingType,date,amountOfMoney,description,index,spendingTypeText
"4","8/10/2018","1157","","8960","SOCIAL_WELFARE"
"6","1/28/2009","636","","8961","SPORT"
"2","4/13/2011","454","","8962","GOVERNANCE"
"0","10/1/2018","1786","","8963","ART"
"1","10/14/2011","1478","","8964","EDUCATION"
"2","9/4/2009","460","","8965","GOVERNANCE"
"2","6/10/2009","1037","","8966","GOVERNANCE"
"4","4/19/2014","1154","","8967","SOCIAL_WELFARE"
"8","4/13/2010","110","","8968","UTILITIES"
"4","8/28/2012","929","","8969","SOCIAL_WELFARE"
"3","3/21/2011","1579","","8970","INTERGOVERNMENTAL_TRANSFERS"
"1","5/25/2010","683","","8971","EDUCATION"
"1","9/5/2015","910","","8972","EDUCATION"
"7","11/13/2013","1375","","8973","TRANSPORT_ROADS_HOUSEHOLD"
"7","9/23/2014","1427","","8974","TRANSPORT_ROADS_HOUSEHOLD"
"2","5/3/2016","1596","","8975","GOVERNANCE"
"8","5/25/2017","978","","8976","UTILITIES"
"0","11/5/2014","1857","","8977","ART"
"2","9/27/2011","1469","","8978","GOVERNANCE"
"8","2/21/2016","55","","8979","UTILITIES"
"7","3/19/2010","495","","8980","TRANSPORT_ROADS_HOUSEHOLD"
"5","11/21/2012","516","","8981","SOCIETY_DEFENCE"
"2","1/26/2014","1745","","8982","GOVERNANCE"
"6","9/7/2009","1928","","8983","SPORT"
"0","5/7/2013","202","","8984","ART"
"1","4/8/2013","1605","","8985","EDUCATION"
"3","5/6/2010","1607","","8986","INTERGOVERNMENTAL_TRANSFERS"
"7","9/24/2016","360","","8987","TRANSPORT_ROADS_HOUSEHOLD"
"4","9/10/2018","347","","8988","SOCIAL_WELFARE"
"8","6/16/2010","510","","8989","UTILITIES"
"3","5/16/2013","1938","","8990","INTERGOVERNMENTAL_TRANSFERS"
"3","11/6/2015","1213","","8991","INTERGOVERNMENTAL_TRANSFERS"
"5","6/20/2009","1949","","8992","SOCIETY_DEFENCE"
"6","7/3/2010","1838","","8993","SPORT"
"2","7/14/2015","1592","","8994","GOVERNANCE"
"3","1/16/2014","1188","","8995","INTERGOVERNMENTAL_TRANSFERS"
"6","4/27/2016","1122","","8996","SPORT"
"1","5/10/2014","1942","","8997","EDUCATION"
"8","8/12/2015","124","","8998","UTILITIES"
"0","10/9/2013","407","","8999","ART"
"2","6/18/2017","1731","","9000","GOVERNANCE"
"5","4/19/2010","1724","","9001","SOCIETY_DEFENCE"
"1","8/22/2010","125","","9002","EDUCATION"
"4","4/26/2011","1326","","9003","SOCIAL_WELFARE"
"0","11/11/2018","297","","9004","ART"
"3","9/2/2018","1191","","9005","INTERGOVERNMENTAL_TRANSFERS"
"3","11/13/2012","86","","9006","INTERGOVERNMENTAL_TRANSFERS"
"6","1/27/2017","1224","","9007","SPORT"
"5","10/23/2013","1675","","9008","SOCIETY_DEFENCE"
"2","11/16/2012","1506","","9009","GOVERNANCE"
"4","2/12/2010","731","","9010","SOCIAL_WELFARE"
"4","6/12/2013","1511","","9011","SOCIAL_WELFARE"
"3","2/12/2012","1069","","9012","INTERGOVERNMENTAL_TRANSFERS"
"3","1/9/2009","280","","9013","INTERGOVERNMENTAL_TRANSFERS"
"1","6/17/2016","497","","9014","EDUCATION"
"3","5/14/2013","1711","","9015","INTERGOVERNMENTAL_TRANSFERS"
"4","7/15/2014","69","","9016","SOCIAL_WELFARE"
"4","3/23/2010","1295","","9017","SOCIAL_WELFARE"
"6","5/9/2018","1467","","9018","SPORT"
"0","3/6/2013","607","","9019","ART"
"8","3/16/2018","230","","9020","UTILITIES"
"5","11/9/2017","145","","9021","SOCIETY_DEFENCE"
"0","3/1/2014","1591","","9022","ART"
"6","10/8/2013","1897","","9023","SPORT"
"6","5/15/2015","10","","9024","SPORT"
"1","4/4/2014","979","","9025","EDUCATION"
"1","8/26/2012","1172","","9026","EDUCATION"
"7","11/12/2013","1519","","9027","TRANSPORT_ROADS_HOUSEHOLD"
"6","4/7/2018","1363","","9028","SPORT"
"0","11/16/2014","1874","","9029","ART"
"6","8/10/2013","1019","","9030","SPORT"
"2","6/12/2017","1269","","9031","GOVERNANCE"
"7","8/8/2016","577","","9032","TRANSPORT_ROADS_HOUSEHOLD"
"2","7/17/2009","1657","","9033","GOVERNANCE"
"6","5/3/2018","544","","9034","SPORT"
"5","11/9/2015","446","","9035","SOCIETY_DEFENCE"
"2","6/18/2010","1781","","9036","GOVERNANCE"
"5","8/3/2012","365","","9037","SOCIETY_DEFENCE"
"5","10/2/2013","230","","9038","SOCIETY_DEFENCE"
"6","8/18/2017","1765","","9039","SPORT"
"1","7/22/2016","311","","9040","EDUCATION"
"7","10/22/2013","1041","","9041","TRANSPORT_ROADS_HOUSEHOLD"
"2","7/10/2011","875","","9042","GOVERNANCE"
"3","10/26/2018","482","","9043","INTERGOVERNMENTAL_TRANSFERS"
"3","11/20/2011","1215","","9044","INTERGOVERNMENTAL_TRANSFERS"
"6","2/1/2010","1840","","9045","SPORT"
"5","4/16/2014","22","","9046","SOCIETY_DEFENCE"
"7","6/10/2017","738","","9047","TRANSPORT_ROADS_HOUSEHOLD"
"4","11/21/2010","81","","9048","SOCIAL_WELFARE"
"1","8/1/2014","498","","9049","EDUCATION"
"8","9/5/2014","1124","","9050","UTILITIES"
"5","1/20/2017","1510","","9051","SOCIETY_DEFENCE"
"6","4/13/2011","1377","","9052","SPORT"
"0","5/28/2010","1302","","9053","ART"
"4","10/16/2015","1849","","9054","SOCIAL_WELFARE"
"7","11/15/2013","19","","9055","TRANSPORT_ROADS_HOUSEHOLD"
"4","4/22/2011","1075","","9056","SOCIAL_WELFARE"
"4","4/27/2010","822","","9057","SOCIAL_WELFARE"
"3","8/11/2010","1466","","9058","INTERGOVERNMENTAL_TRANSFERS"
"1","1/18/2010","414","","9059","EDUCATION"
"5","10/14/2018","801","","9060","SOCIETY_DEFENCE"
"1","1/16/2018","716","","9061","EDUCATION"
"2","11/3/2018","25","","9062","GOVERNANCE"
"8","11/10/2013","683","","9063","UTILITIES"
"8","4/14/2010","748","","9064","UTILITIES"
"5","10/25/2013","1640","","9065","SOCIETY_DEFENCE"
"1","6/3/2014","384","","9066","EDUCATION"
"3","2/10/2017","850","","9067","INTERGOVERNMENTAL_TRANSFERS"
"3","9/22/2018","401","","9068","INTERGOVERNMENTAL_TRANSFERS"
"6","3/14/2012","211","","9069","SPORT"
"6","9/4/2018","148","","9070","SPORT"
"7","1/4/2017","1964","","9071","TRANSPORT_ROADS_HOUSEHOLD"
"6","10/22/2016","1587","","9072","SPORT"
"7","9/11/2009","1319","","9073","TRANSPORT_ROADS_HOUSEHOLD"
"1","4/4/2014","299","","9074","EDUCATION"
"6","3/28/2015","1790","","9075","SPORT"
"2","7/3/2012","1171","","9076","GOVERNANCE"
"8","11/8/2017","204","","9077","UTILITIES"
"8","2/19/2013","246","","9078","UTILITIES"
"0","11/24/2010","1243","","9079","ART"
"7","2/19/2018","335","","9080","TRANSPORT_ROADS_HOUSEHOLD"
"2","7/14/2010","696","","9081","GOVERNANCE"
"4","4/9/2017","895","","9082","SOCIAL_WELFARE"
"5","5/7/2012","1603","","9083","SOCIETY_DEFENCE"
"5","8/16/2009","966","","9084","SOCIETY_DEFENCE"
"6","4/4/2015","1911","","9085","SPORT"
"1","4/2/2016","462","","9086","EDUCATION"
"5","7/8/2009","307","","9087","SOCIETY_DEFENCE"
"2","11/24/2016","594","","9088","GOVERNANCE"
"2","7/2/2010","1835","","9089","GOVERNANCE"
"3","9/8/2012","1349","","9090","INTERGOVERNMENTAL_TRANSFERS"
"4","11/26/2011","937","","9091","SOCIAL_WELFARE"
"6","1/10/2018","1074","","9092","SPORT"
"4","7/3/2013","267","","9093","SOCIAL_WELFARE"
"3","5/11/2009","676","","9094","INTERGOVERNMENTAL_TRANSFERS"
"0","5/27/2017","912","","9095","ART"
"3","7/26/2015","995","","9096","INTERGOVERNMENTAL_TRANSFERS"
"2","4/2/2016","173","","9097","GOVERNANCE"
"2","9/16/2013","1774","","9098","GOVERNANCE"
"1","3/23/2014","748","","9099","EDUCATION"
"0","6/16/2013","1044","","9100","ART"
"6","4/14/2010","1485","","9101","SPORT"
"3","1/22/2009","446","","9102","INTERGOVERNMENTAL_TRANSFERS"
"2","8/14/2012","998","","9103","GOVERNANCE"
"7","1/18/2012","449","","9104","TRANSPORT_ROADS_HOUSEHOLD"
"1","1/4/2018","653","","9105","EDUCATION"
"2","6/12/2010","298","","9106","GOVERNANCE"
"0","6/26/2010","1294","","9107","ART"
"3","3/28/2014","402","","9108","INTERGOVERNMENTAL_TRANSFERS"
"8","10/12/2017","268","","9109","UTILITIES"
"3","10/19/2017","631","","9110","INTERGOVERNMENTAL_TRANSFERS"
"8","9/28/2014","1505","","9111","UTILITIES"
"6","4/8/2013","215","","9112","SPORT"
"4","5/24/2014","1626","","9113","SOCIAL_WELFARE"
"6","5/22/2011","191","","9114","SPORT"
"4","3/3/2010","1837","","9115","SOCIAL_WELFARE"
"0","7/25/2009","1195","","9116","ART"
"7","4/15/2017","174","","9117","TRANSPORT_ROADS_HOUSEHOLD"
"5","8/24/2016","1510","","9118","SOCIETY_DEFENCE"
"4","3/28/2012","508","","9119","SOCIAL_WELFARE"
"2","1/22/2017","288","","9120","GOVERNANCE"
"0","2/26/2015","1704","","9121","ART"
"5","4/9/2017","1796","","9122","SOCIETY_DEFENCE"
"1","10/19/2009","139","","9123","EDUCATION"
"0","2/15/2013","447","","9124","ART"
"3","7/8/2016","1531","","9125","INTERGOVERNMENTAL_TRANSFERS"
"6","10/12/2013","34","","9126","SPORT"
"5","8/17/2013","1406","","9127","SOCIETY_DEFENCE"
"2","6/3/2017","1968","","9128","GOVERNANCE"
"8","7/6/2009","892","","9129","UTILITIES"
"1","3/23/2015","39","","9130","EDUCATION"
"7","3/16/2017","943","","9131","TRANSPORT_ROADS_HOUSEHOLD"
"3","2/21/2016","1880","","9132","INTERGOVERNMENTAL_TRANSFERS"
"8","7/9/2012","1405","","9133","UTILITIES"
"7","2/16/2013","1473","","9134","TRANSPORT_ROADS_HOUSEHOLD"
"5","3/12/2018","1406","","9135","SOCIETY_DEFENCE"
"1","10/14/2015","1154","","9136","EDUCATION"
"2","8/19/2014","1681","","9137","GOVERNANCE"
"3","10/19/2016","905","","9138","INTERGOVERNMENTAL_TRANSFERS"
"4","5/2/2011","1349","","9139","SOCIAL_WELFARE"
"3","5/10/2012","1397","","9140","INTERGOVERNMENTAL_TRANSFERS"
"1","1/6/2017","1820","","9141","EDUCATION"
"5","1/20/2013","1261","","9142","SOCIETY_DEFENCE"
"4","1/12/2017","218","","9143","SOCIAL_WELFARE"
"8","4/1/2018","1071","","9144","UTILITIES"
"8","10/6/2010","1460","","9145","UTILITIES"
"2","11/10/2010","1529","","9146","GOVERNANCE"
"4","7/7/2014","168","","9147","SOCIAL_WELFARE"
"8","6/15/2014","1966","","9148","UTILITIES"
"2","8/12/2012","1769","","9149","GOVERNANCE"
"7","4/7/2010","1701","","9150","TRANSPORT_ROADS_HOUSEHOLD"
"3","7/9/2010","218","","9151","INTERGOVERNMENTAL_TRANSFERS"
"8","7/7/2011","786","","9152","UTILITIES"
"5","1/12/2011","10","","9153","SOCIETY_DEFENCE"
"7","11/14/2013","1665","","9154","TRANSPORT_ROADS_HOUSEHOLD"
"2","10/17/2011","664","","9155","GOVERNANCE"
"7","10/25/2012","1751","","9156","TRANSPORT_ROADS_HOUSEHOLD"
"6","8/7/2018","462","","9157","SPORT"
"2","8/2/2018","1518","","9158","GOVERNANCE"
"3","8/8/2013","1213","","9159","INTERGOVERNMENTAL_TRANSFERS"
"2","1/4/2010","1230","","9160","GOVERNANCE"
"7","6/1/2018","1897","","9161","TRANSPORT_ROADS_HOUSEHOLD"
"8","8/25/2009","1299","","9162","UTILITIES"
"6","1/15/2015","464","","9163","SPORT"
"5","5/15/2015","581","","9164","SOCIETY_DEFENCE"
"1","11/7/2013","1486","","9165","EDUCATION"
"2","1/8/2017","947","","9166","GOVERNANCE"
"0","6/27/2018","592","","9167","ART"
"7","8/19/2012","1338","","9168","TRANSPORT_ROADS_HOUSEHOLD"
"6","5/2/2010","1174","","9169","SPORT"
"2","10/7/2013","1194","","9170","GOVERNANCE"
"0","2/11/2018","906","","9171","ART"
"1","3/25/2009","1268","","9172","EDUCATION"
"7","6/8/2016","1131","","9173","TRANSPORT_ROADS_HOUSEHOLD"
"3","1/16/2016","1254","","9174","INTERGOVERNMENTAL_TRANSFERS"
"0","11/4/2009","1681","","9175","ART"
"3","1/22/2015","765","","9176","INTERGOVERNMENTAL_TRANSFERS"
"7","9/23/2012","387","","9177","TRANSPORT_ROADS_HOUSEHOLD"
"5","10/23/2018","1386","","9178","SOCIETY_DEFENCE"
"2","7/26/2012","528","","9179","GOVERNANCE"
"4","11/23/2016","830","","9180","SOCIAL_WELFARE"
"3","8/8/2009","1794","","9181","INTERGOVERNMENTAL_TRANSFERS"
"8","3/2/2018","1708","","9182","UTILITIES"
"1","2/8/2012","1437","","9183","EDUCATION"
"7","4/16/2012","1689","","9184","TRANSPORT_ROADS_HOUSEHOLD"
"8","10/16/2009","1862","","9185","UTILITIES"
"1","1/14/2013","1404","","9186","EDUCATION"
"8","6/26/2016","107","","9187","UTILITIES"
"2","10/14/2018","83","","9188","GOVERNANCE"
"7","11/13/2016","1010","","9189","TRANSPORT_ROADS_HOUSEHOLD"
"5","11/2/2018","1338","","9190","SOCIETY_DEFENCE"
"6","11/26/2013","1184","","9191","SPORT"
"3","11/16/2015","1972","","9192","INTERGOVERNMENTAL_TRANSFERS"
"3","9/20/2010","1644","","9193","INTERGOVERNMENTAL_TRANSFERS"
"5","2/1/2015","1106","","9194","SOCIETY_DEFENCE"
"6","11/21/2017","1259","","9195","SPORT"
"4","3/27/2016","175","","9196","SOCIAL_WELFARE"
"4","11/28/2012","1316","","9197","SOCIAL_WELFARE"
"0","5/25/2013","1301","","9198","ART"
"4","9/8/2015","34","","9199","SOCIAL_WELFARE"
"4","6/7/2018","362","","9200","SOCIAL_WELFARE"
"3","1/10/2010","178","","9201","INTERGOVERNMENTAL_TRANSFERS"
"7","10/21/2016","1957","","9202","TRANSPORT_ROADS_HOUSEHOLD"
"0","11/4/2017","129","","9203","ART"
"4","5/12/2012","1840","","9204","SOCIAL_WELFARE"
"7","9/5/2014","1031","","9205","TRANSPORT_ROADS_HOUSEHOLD"
"8","7/6/2018","524","","9206","UTILITIES"
"3","3/9/2014","957","","9207","INTERGOVERNMENTAL_TRANSFERS"
"8","5/13/2016","1267","","9208","UTILITIES"
"5","1/19/2018","1328","","9209","SOCIETY_DEFENCE"
"7","11/14/2012","49","","9210","TRANSPORT_ROADS_HOUSEHOLD"
"4","6/2/2017","327","","9211","SOCIAL_WELFARE"
"1","11/7/2013","646","","9212","EDUCATION"
"7","4/2/2018","1290","","9213","TRANSPORT_ROADS_HOUSEHOLD"
"8","3/21/2016","860","","9214","UTILITIES"
"0","9/13/2014","175","","9215","ART"
"5","1/24/2016","1950","","9216","SOCIETY_DEFENCE"
"7","2/1/2012","561","","9217","TRANSPORT_ROADS_HOUSEHOLD"
"0","11/3/2017","91","","9218","ART"
"1","9/14/2009","1729","","9219","EDUCATION"
"3","7/4/2011","1811","","9220","INTERGOVERNMENTAL_TRANSFERS"
"4","6/21/2010","205","","9221","SOCIAL_WELFARE"
"0","3/12/2011","443","","9222","ART"
"0","10/7/2017","419","","9223","ART"
"6","10/23/2017","25","","9224","SPORT"
"1","2/23/2013","1074","","9225","EDUCATION"
"0","6/18/2011","532","","9226","ART"
"8","9/27/2014","612","","9227","UTILITIES"
"5","3/19/2013","1461","","9228","SOCIETY_DEFENCE"
"1","1/21/2013","1755","","9229","EDUCATION"
"1","2/2/2017","364","","9230","EDUCATION"
"1","9/26/2018","1547","","9231","EDUCATION"
"1","11/27/2013","640","","9232","EDUCATION"
"1","2/3/2017","115","","9233","EDUCATION"
"6","5/14/2017","1215","","9234","SPORT"
"0","6/16/2010","1681","","9235","ART"
"1","2/11/2009","1090","","9236","EDUCATION"
"4","4/9/2018","980","","9237","SOCIAL_WELFARE"
"5","10/2/2017","358","","9238","SOCIETY_DEFENCE"
"0","5/7/2015","591","","9239","ART"
"8","2/3/2018","516","","9240","UTILITIES"
"0","8/21/2009","325","","9241","ART"
"6","6/10/2012","207","","9242","SPORT"
"1","1/20/2014","612","","9243","EDUCATION"
"2","4/6/2010","1136","","9244","GOVERNANCE"
"8","11/5/2014","1284","","9245","UTILITIES"
"6","1/6/2012","693","","9246","SPORT"
"2","9/21/2014","618","","9247","GOVERNANCE"
"0","11/28/2009","408","","9248","ART"
"1","1/19/2014","711","","9249","EDUCATION"
"3","7/28/2016","83","","9250","INTERGOVERNMENTAL_TRANSFERS"
"3","4/3/2011","1547","","9251","INTERGOVERNMENTAL_TRANSFERS"
"3","2/19/2011","1841","","9252","INTERGOVERNMENTAL_TRANSFERS"
"4","1/2/2018","1215","","9253","SOCIAL_WELFARE"
"6","5/24/2017","1655","","9254","SPORT"
"4","2/28/2016","783","","9255","SOCIAL_WELFARE"
"4","9/10/2015","443","","9256","SOCIAL_WELFARE"
"2","8/16/2013","122","","9257","GOVERNANCE"
"0","8/13/2012","227","","9258","ART"
"8","9/13/2009","1573","","9259","UTILITIES"
"4","1/3/2013","904","","9260","SOCIAL_WELFARE"
"5","9/25/2018","786","","9261","SOCIETY_DEFENCE"
"7","2/18/2016","896","","9262","TRANSPORT_ROADS_HOUSEHOLD"
"4","3/6/2014","1960","","9263","SOCIAL_WELFARE"
"8","5/6/2013","1022","","9264","UTILITIES"
"8","8/4/2011","1265","","9265","UTILITIES"
"0","5/21/2013","1644","","9266","ART"
"2","5/25/2014","642","","9267","GOVERNANCE"
"0","7/23/2011","1894","","9268","ART"
"4","3/12/2015","117","","9269","SOCIAL_WELFARE"
"6","10/28/2011","567","","9270","SPORT"
"3","5/7/2014","22","","9271","INTERGOVERNMENTAL_TRANSFERS"
"7","2/10/2012","934","","9272","TRANSPORT_ROADS_HOUSEHOLD"
"2","10/23/2012","1115","","9273","GOVERNANCE"
"1","3/27/2014","159","","9274","EDUCATION"
"1","8/17/2015","640","","9275","EDUCATION"
"1","7/8/2012","336","","9276","EDUCATION"
"4","6/21/2010","265","","9277","SOCIAL_WELFARE"
"1","6/23/2009","1351","","9278","EDUCATION"
"0","10/21/2016","1196","","9279","ART"
"2","5/23/2014","1711","","9280","GOVERNANCE"
"2","1/18/2016","691","","9281","GOVERNANCE"
"3","6/28/2010","726","","9282","INTERGOVERNMENTAL_TRANSFERS"
"7","4/17/2013","1703","","9283","TRANSPORT_ROADS_HOUSEHOLD"
"7","5/18/2012","1412","","9284","TRANSPORT_ROADS_HOUSEHOLD"
"3","4/5/2014","1208","","9285","INTERGOVERNMENTAL_TRANSFERS"
"7","10/28/2009","784","","9286","TRANSPORT_ROADS_HOUSEHOLD"
"5","10/19/2012","544","","9287","SOCIETY_DEFENCE"
"6","7/27/2018","1188","","9288","SPORT"
"5","10/10/2011","147","","9289","SOCIETY_DEFENCE"
"6","6/18/2018","841","","9290","SPORT"
"4","10/17/2014","838","","9291","SOCIAL_WELFARE"
"1","3/1/2011","1697","","9292","EDUCATION"
"8","8/27/2013","1521","","9293","UTILITIES"
"0","9/1/2017","1636","","9294","ART"
"8","11/11/2018","831","","9295","UTILITIES"
"7","7/22/2015","1948","","9296","TRANSPORT_ROADS_HOUSEHOLD"
"5","6/11/2017","272","","9297","SOCIETY_DEFENCE"
"7","7/17/2010","106","","9298","TRANSPORT_ROADS_HOUSEHOLD"
"8","10/16/2013","932","","9299","UTILITIES"
"8","10/25/2017","1845","","9300","UTILITIES"
"0","9/27/2016","18","","9301","ART"
"8","8/17/2017","1200","","9302","UTILITIES"
"6","4/13/2012","1927","","9303","SPORT"
"4","4/19/2016","283","","9304","SOCIAL_WELFARE"
"3","11/21/2017","615","","9305","INTERGOVERNMENTAL_TRANSFERS"
"2","10/19/2012","177","","9306","GOVERNANCE"
"7","3/28/2010","1980","","9307","TRANSPORT_ROADS_HOUSEHOLD"
"6","4/1/2009","1847","","9308","SPORT"
"7","8/13/2011","1722","","9309","TRANSPORT_ROADS_HOUSEHOLD"
"8","6/11/2017","1650","","9310","UTILITIES"
"1","8/2/2011","130","","9311","EDUCATION"
"5","5/23/2014","108","","9312","SOCIETY_DEFENCE"
"3","4/17/2011","598","","9313","INTERGOVERNMENTAL_TRANSFERS"
"2","4/6/2016","730","","9314","GOVERNANCE"
"6","6/26/2017","1108","","9315","SPORT"
"3","7/15/2017","917","","9316","INTERGOVERNMENTAL_TRANSFERS"
"6","6/24/2017","195","","9317","SPORT"
"4","5/1/2013","790","","9318","SOCIAL_WELFARE"
"1","3/12/2009","1591","","9319","EDUCATION"
"3","9/24/2013","111","","9320","INTERGOVERNMENTAL_TRANSFERS"
"0","5/23/2009","1494","","9321","ART"
"6","5/19/2010","310","","9322","SPORT"
"4","4/23/2010","244","","9323","SOCIAL_WELFARE"
"8","11/16/2013","1158","","9324","UTILITIES"
"3","4/1/2009","1341","","9325","INTERGOVERNMENTAL_TRANSFERS"
"7","11/6/2015","804","","9326","TRANSPORT_ROADS_HOUSEHOLD"
"7","9/12/2009","1473","","9327","TRANSPORT_ROADS_HOUSEHOLD"
"8","6/3/2009","1568","","9328","UTILITIES"
"8","5/15/2011","1371","","9329","UTILITIES"
"5","10/20/2014","1136","","9330","SOCIETY_DEFENCE"
"2","2/16/2017","893","","9331","GOVERNANCE"
"6","1/27/2014","1006","","9332","SPORT"
"8","1/11/2015","444","","9333","UTILITIES"
"7","2/23/2014","532","","9334","TRANSPORT_ROADS_HOUSEHOLD"
"3","11/19/2011","623","","9335","INTERGOVERNMENTAL_TRANSFERS"
"8","1/4/2016","825","","9336","UTILITIES"
"5","1/1/2009","790","","9337","SOCIETY_DEFENCE"
"1","9/27/2015","1460","","9338","EDUCATION"
"3","2/17/2011","824","","9339","INTERGOVERNMENTAL_TRANSFERS"
"6","9/16/2016","1001","","9340","SPORT"
"8","7/3/2017","1579","","9341","UTILITIES"
"3","11/18/2014","1981","","9342","INTERGOVERNMENTAL_TRANSFERS"
"2","1/11/2012","238","","9343","GOVERNANCE"
"2","1/24/2015","136","","9344","GOVERNANCE"
"8","5/5/2016","1105","","9345","UTILITIES"
"5","2/12/2018","203","","9346","SOCIETY_DEFENCE"
"4","8/22/2015","1550","","9347","SOCIAL_WELFARE"
"8","8/8/2011","1612","","9348","UTILITIES"
"1","11/28/2012","1558","","9349","EDUCATION"
"8","2/10/2009","1438","","9350","UTILITIES"
"1","8/16/2014","1847","","9351","EDUCATION"
"0","3/12/2015","1866","","9352","ART"
"5","2/27/2018","536","","9353","SOCIETY_DEFENCE"
"6","4/11/2017","1754","","9354","SPORT"
"0","7/4/2010","276","","9355","ART"
"1","3/22/2012","1362","","9356","EDUCATION"
"8","2/6/2018","1567","","9357","UTILITIES"
"6","6/28/2009","535","","9358","SPORT"
"8","6/20/2012","937","","9359","UTILITIES"
"8","2/8/2014","1395","","9360","UTILITIES"
"5","8/23/2013","1861","","9361","SOCIETY_DEFENCE"
"1","1/15/2009","1781","","9362","EDUCATION"
"5","11/15/2009","1024","","9363","SOCIETY_DEFENCE"
"2","10/3/2016","1942","","9364","GOVERNANCE"
"3","6/11/2016","1873","","9365","INTERGOVERNMENTAL_TRANSFERS"
"0","4/21/2010","1564","","9366","ART"
"6","5/8/2010","1434","","9367","SPORT"
"5","5/16/2011","1649","","9368","SOCIETY_DEFENCE"
"5","2/11/2016","1854","","9369","SOCIETY_DEFENCE"
"0","6/24/2010","261","","9370","ART"
"7","11/3/2013","1245","","9371","TRANSPORT_ROADS_HOUSEHOLD"
"6","4/26/2017","807","","9372","SPORT"
"3","7/1/2017","1645","","9373","INTERGOVERNMENTAL_TRANSFERS"
"7","7/26/2018","959","","9374","TRANSPORT_ROADS_HOUSEHOLD"
"3","8/1/2012","391","","9375","INTERGOVERNMENTAL_TRANSFERS"
"0","11/1/2011","1413","","9376","ART"
"1","10/14/2016","459","","9377","EDUCATION"
"2","11/5/2018","1475","","9378","GOVERNANCE"
"8","7/10/2017","1109","","9379","UTILITIES"
"4","11/27/2016","955","","9380","SOCIAL_WELFARE"
"1","9/27/2018","568","","9381","EDUCATION"
"7","7/26/2016","591","","9382","TRANSPORT_ROADS_HOUSEHOLD"
"1","2/14/2009","1084","","9383","EDUCATION"
"3","4/24/2018","1932","","9384","INTERGOVERNMENTAL_TRANSFERS"
"3","5/2/2017","242","","9385","INTERGOVERNMENTAL_TRANSFERS"
"7","2/8/2017","1644","","9386","TRANSPORT_ROADS_HOUSEHOLD"
"1","10/26/2009","1210","","9387","EDUCATION"
"3","8/9/2011","359","","9388","INTERGOVERNMENTAL_TRANSFERS"
"8","1/27/2016","841","","9389","UTILITIES"
"8","5/18/2013","215","","9390","UTILITIES"
"7","1/5/2017","1014","","9391","TRANSPORT_ROADS_HOUSEHOLD"
"4","8/15/2018","140","","9392","SOCIAL_WELFARE"
"0","3/3/2013","920","","9393","ART"
"7","7/23/2014","1366","","9394","TRANSPORT_ROADS_HOUSEHOLD"
"1","11/12/2010","217","","9395","EDUCATION"
"0","6/21/2012","739","","9396","ART"
"7","2/9/2017","874","","9397","TRANSPORT_ROADS_HOUSEHOLD"
"5","2/13/2018","883","","9398","SOCIETY_DEFENCE"
"6","1/21/2010","1267","","9399","SPORT"
"7","9/22/2016","1413","","9400","TRANSPORT_ROADS_HOUSEHOLD"
"3","7/8/2010","686","","9401","INTERGOVERNMENTAL_TRANSFERS"
"0","2/22/2015","1191","","9402","ART"
"0","3/26/2016","510","","9403","ART"
"8","8/28/2016","586","","9404","UTILITIES"
"4","10/7/2016","920","","9405","SOCIAL_WELFARE"
"7","7/11/2014","1660","","9406","TRANSPORT_ROADS_HOUSEHOLD"
"7","10/10/2015","761","","9407","TRANSPORT_ROADS_HOUSEHOLD"
"1","11/18/2018","932","","9408","EDUCATION"
"5","3/14/2017","1724","","9409","SOCIETY_DEFENCE"
"5","3/19/2012","488","","9410","SOCIETY_DEFENCE"
"5","11/20/2011","1697","","9411","SOCIETY_DEFENCE"
"4","6/27/2012","317","","9412","SOCIAL_WELFARE"
"4","5/15/2015","1617","","9413","SOCIAL_WELFARE"
"4","3/22/2015","1709","","9414","SOCIAL_WELFARE"
"4","5/26/2015","1484","","9415","SOCIAL_WELFARE"
"7","10/26/2011","1090","","9416","TRANSPORT_ROADS_HOUSEHOLD"
"0","3/18/2011","1825","","9417","ART"
"5","9/20/2012","289","","9418","SOCIETY_DEFENCE"
"1","4/26/2017","82","","9419","EDUCATION"
"8","2/11/2017","627","","9420","UTILITIES"
"3","5/17/2014","930","","9421","INTERGOVERNMENTAL_TRANSFERS"
"0","11/4/2012","1258","","9422","ART"
"3","4/1/2018","185","","9423","INTERGOVERNMENTAL_TRANSFERS"
"1","9/21/2010","787","","9424","EDUCATION"
"5","11/20/2010","1762","","9425","SOCIETY_DEFENCE"
"3","4/7/2012","973","","9426","INTERGOVERNMENTAL_TRANSFERS"
"2","7/20/2016","1797","","9427","GOVERNANCE"
"7","5/11/2015","1214","","9428","TRANSPORT_ROADS_HOUSEHOLD"
"4","8/14/2018","834","","9429","SOCIAL_WELFARE"
"1","11/27/2012","512","","9430","EDUCATION"
"8","5/7/2011","1452","","9431","UTILITIES"
"3","9/1/2010","208","","9432","INTERGOVERNMENTAL_TRANSFERS"
"8","2/15/2014","536","","9433","UTILITIES"
"4","7/5/2011","1645","","9434","SOCIAL_WELFARE"
"2","2/26/2013","1364","","9435","GOVERNANCE"
"1","10/13/2011","26","","9436","EDUCATION"
"6","10/21/2011","366","","9437","SPORT"
"4","1/1/2018","60","","9438","SOCIAL_WELFARE"
